date,MotelName,LoSa,max_price
2016-05-13 10:00:00.0,Moon Light Sun Sine Inn,CA,1.8079
2015-12-22 23:00:00.0,Moon Light Sun Sine Inn,CA,0.7811
2015-08-18 03:00:00.0,Moon Light Sun Sine Inn,CA,1.344
2016-02-29 22:00:00.0,Moon Light Sun Sine Inn,MX,0.9609
2015-10-07 23:00:00.0,Moon Light Sun Sine Inn,MX,1.936
2016-02-06 00:00:00.0,Moon Light Sun Sine Inn,US,1.7324
2015-12-30 11:00:00.0,Moon Light Sun Sine Inn,US,1.1957
2016-07-14 19:00:00.0,Moon Light Sun Sine Inn,MX,2.0286
2016-02-21 20:00:00.0,Moon Light Sun Sine Inn,US,1.764
2016-01-06 02:00:00.0,Moon Light Sun Sine Inn,CA,1.341
2016-05-10 10:00:00.0,Moon Light Sun Sine Inn,US,1.6488
2015-09-09 13:00:00.0,Moon Light Sun Sine Inn,MX,1.4907
2015-12-13 14:00:00.0,Moon Light Sun Sine Inn,CA,1.5016
2016-01-19 03:00:00.0,Moon Light Sun Sine Inn,MX,0.8977
2016-01-03 05:00:00.0,Moon Light Sun Sine Inn,MX,0.9266
2015-08-12 21:00:00.0,Moon Light Sun Sine Inn,CA,1.3202
2015-12-03 06:00:00.0,Moon Light Sun Sine Inn,MX,1.836
2016-07-01 12:00:00.0,Moon Light Sun Sine Inn,MX,1.2456
2016-04-13 13:00:00.0,Moon Light Sun Sine Inn,US,0.9872
2015-11-16 15:00:00.0,Moon Light Sun Sine Inn,MX,1.5994
2016-01-23 17:00:00.0,Moon Light Sun Sine Inn,CA,1.3038
2015-11-28 13:00:00.0,Moon Light Sun Sine Inn,MX,1.2927
2015-12-06 19:00:00.0,Moon Light Sun Sine Inn,MX,1.9639
2015-09-08 03:00:00.0,Moon Light Sun Sine Inn,MX,1.1872
2015-09-11 08:00:00.0,Moon Light Sun Sine Inn,CA,1.03
2016-06-24 13:00:00.0,Moon Light Sun Sine Inn,MX,1.9208
2016-02-28 19:00:00.0,Moon Light Sun Sine Inn,US,1.9181
2015-10-31 00:00:00.0,Moon Light Sun Sine Inn,CA,0.6901
2015-08-12 08:00:00.0,Moon Light Sun Sine Inn,MX,1.8392
2016-03-23 12:00:00.0,Moon Light Sun Sine Inn,US,1.6275
2016-03-02 21:00:00.0,Moon Light Sun Sine Inn,US,1.3266
2016-03-20 07:00:00.0,Moon Light Sun Sine Inn,MX,1.3068
2015-12-28 17:00:00.0,Moon Light Sun Sine Inn,US,1.2811
2016-03-31 19:00:00.0,Moon Light Sun Sine Inn,US,1.8459
2016-01-04 05:00:00.0,Moon Light Sun Sine Inn,MX,1.7275
2016-05-08 22:00:00.0,Moon Light Sun Sine Inn,CA,0.6439
2016-06-15 01:00:00.0,Moon Light Sun Sine Inn,MX,1.6595
2015-08-15 10:00:00.0,Moon Light Sun Sine Inn,MX,1.5284
2016-04-02 22:00:00.0,Moon Light Sun Sine Inn,US,1.3766
2016-04-26 15:00:00.0,Moon Light Sun Sine Inn,CA,1.6463
2016-01-25 11:00:00.0,Moon Light Sun Sine Inn,CA,1.81
2016-03-28 11:00:00.0,Moon Light Sun Sine Inn,US,1.7263
2016-06-15 18:00:00.0,Moon Light Sun Sine Inn,MX,1.5824
2015-08-29 18:00:00.0,Moon Light Sun Sine Inn,CA,1.7293
2016-02-08 03:00:00.0,Moon Light Sun Sine Inn,MX,1.5996
2016-02-08 18:00:00.0,Moon Light Sun Sine Inn,US,0.876
2016-02-12 05:00:00.0,Moon Light Sun Sine Inn,MX,1.825
2016-02-28 06:00:00.0,Moon Light Sun Sine Inn,MX,1.7738
2015-11-02 11:00:00.0,Moon Light Sun Sine Inn,MX,1.5586
2016-06-04 13:00:00.0,Moon Light Sun Sine Inn,MX,1.8507
2015-08-19 17:00:00.0,Moon Light Sun Sine Inn,US,1.0021
2016-01-30 21:00:00.0,Moon Light Sun Sine Inn,MX,1.577
2016-05-16 15:00:00.0,Moon Light Sun Sine Inn,US,1.7385
2016-01-24 15:00:00.0,Moon Light Sun Sine Inn,MX,1.7657
2015-08-28 11:00:00.0,Moon Light Sun Sine Inn,US,0.9932
2016-01-15 17:00:00.0,Moon Light Sun Sine Inn,US,1.5504
2016-03-08 06:00:00.0,Moon Light Sun Sine Inn,US,1.345
2015-09-02 13:00:00.0,Moon Light Sun Sine Inn,US,1.7013
2015-10-21 17:00:00.0,Moon Light Sun Sine Inn,CA,1.6434
2016-04-27 23:00:00.0,Moon Light Sun Sine Inn,CA,1.4783
2016-01-17 03:00:00.0,Moon Light Sun Sine Inn,US,1.9549
2015-09-01 10:00:00.0,Moon Light Sun Sine Inn,US,1.7347
2016-05-16 21:00:00.0,Moon Light Sun Sine Inn,CA,1.6008
2016-01-01 06:00:00.0,Moon Light Sun Sine Inn,CA,1.6993
2016-04-16 20:00:00.0,Moon Light Sun Sine Inn,MX,1.2289
2015-12-10 02:00:00.0,Moon Light Sun Sine Inn,US,1.1614
2015-09-14 10:00:00.0,Moon Light Sun Sine Inn,US,1.6017
2015-12-09 17:00:00.0,Moon Light Sun Sine Inn,US,1.4053
2015-11-08 00:00:00.0,Moon Light Sun Sine Inn,CA,1.5232
2016-04-01 21:00:00.0,Moon Light Sun Sine Inn,US,0.4616
2016-01-27 06:00:00.0,Moon Light Sun Sine Inn,US,1.5305
2015-09-01 23:00:00.0,Moon Light Sun Sine Inn,MX,1.9146
2015-10-10 00:00:00.0,Moon Light Sun Sine Inn,CA,1.289
2016-05-06 09:00:00.0,Moon Light Sun Sine Inn,MX,0.716
2015-09-28 13:00:00.0,Moon Light Sun Sine Inn,CA,1.7054
2015-09-28 13:00:00.0,Moon Light Sun Sine Inn,US,1.7054
2016-03-21 07:00:00.0,Moon Light Sun Sine Inn,US,1.6497
2015-10-04 16:00:00.0,Moon Light Sun Sine Inn,MX,1.8439
2016-07-06 01:00:00.0,Moon Light Sun Sine Inn,CA,0.9565
2016-07-19 07:00:00.0,Moon Light Sun Sine Inn,CA,0.9817
2016-04-25 10:00:00.0,Moon Light Sun Sine Inn,US,1.4778
2016-02-29 23:00:00.0,Moon Light Sun Sine Inn,CA,1.7224
2015-12-04 03:00:00.0,Moon Light Sun Sine Inn,US,1.8825
2016-04-15 05:00:00.0,Moon Light Sun Sine Inn,CA,1.4426
2015-11-16 08:00:00.0,Moon Light Sun Sine Inn,CA,1.3175
2015-10-17 23:00:00.0,Moon Light Sun Sine Inn,CA,1.973
2016-04-19 08:00:00.0,Moon Light Sun Sine Inn,MX,1.8278
2015-09-30 01:00:00.0,Moon Light Sun Sine Inn,MX,1.2144
2015-08-10 13:00:00.0,Moon Light Sun Sine Inn,MX,1.7386
2016-06-13 14:00:00.0,Moon Light Sun Sine Inn,MX,1.3541
2016-01-21 14:00:00.0,Moon Light Sun Sine Inn,CA,1.5674
2016-05-24 15:00:00.0,Moon Light Sun Sine Inn,MX,1.766
2016-03-06 23:00:00.0,Moon Light Sun Sine Inn,US,1.5605
2016-05-18 10:00:00.0,Moon Light Sun Sine Inn,MX,1.951
2016-01-03 18:00:00.0,Moon Light Sun Sine Inn,US,1.3877
2015-12-01 19:00:00.0,Moon Light Sun Sine Inn,MX,1.2688
2015-09-28 01:00:00.0,Moon Light Sun Sine Inn,US,1.8874
2016-03-04 08:00:00.0,Moon Light Sun Sine Inn,US,1.915
2015-08-08 00:00:00.0,Moon Light Sun Sine Inn,US,0.9938
2015-12-09 20:00:00.0,Moon Light Sun Sine Inn,CA,1.5459
2016-03-07 22:00:00.0,Moon Light Sun Sine Inn,CA,1.82
2016-01-10 12:00:00.0,Moon Light Sun Sine Inn,MX,0.9201
2016-04-11 13:00:00.0,Moon Light Sun Sine Inn,CA,1.0648
2015-11-14 21:00:00.0,Moon Light Sun Sine Inn,MX,0.858
2015-10-24 16:00:00.0,Moon Light Sun Sine Inn,CA,1.6847
2015-10-01 19:00:00.0,Moon Light Sun Sine Inn,CA,0.8172
2016-02-14 20:00:00.0,Moon Light Sun Sine Inn,US,1.7954
2015-09-25 02:00:00.0,Moon Light Sun Sine Inn,CA,1.5698
2016-05-10 17:00:00.0,Moon Light Sun Sine Inn,CA,1.4224
2015-11-05 22:00:00.0,Moon Light Sun Sine Inn,MX,1.2683
2016-04-14 18:00:00.0,Moon Light Sun Sine Inn,CA,1.593
2016-05-05 21:00:00.0,Moon Light Sun Sine Inn,MX,1.5771
2016-05-23 08:00:00.0,Moon Light Sun Sine Inn,US,1.7052
2016-03-24 08:00:00.0,Moon Light Sun Sine Inn,CA,1.7397
2016-05-09 13:00:00.0,Moon Light Sun Sine Inn,US,2.0796
2016-07-07 20:00:00.0,Moon Light Sun Sine Inn,US,0.8761
2016-05-14 11:00:00.0,Moon Light Sun Sine Inn,MX,1.5421
2015-12-06 10:00:00.0,Moon Light Sun Sine Inn,US,1.4758
2016-06-12 15:00:00.0,Moon Light Sun Sine Inn,CA,1.5439
2015-12-18 23:00:00.0,Moon Light Sun Sine Inn,US,1.3739
2016-03-02 04:00:00.0,Moon Light Sun Sine Inn,CA,1.8145
2016-06-22 18:00:00.0,Moon Light Sun Sine Inn,CA,1.4603
2016-02-18 01:00:00.0,Moon Light Sun Sine Inn,CA,1.8603
2015-10-24 05:00:00.0,Moon Light Sun Sine Inn,US,1.2788
2015-09-25 17:00:00.0,Moon Light Sun Sine Inn,US,1.1258
2016-02-01 01:00:00.0,Moon Light Sun Sine Inn,CA,1.8209
2015-11-13 03:00:00.0,Moon Light Sun Sine Inn,US,1.4329
2016-04-20 05:00:00.0,Moon Light Sun Sine Inn,US,1.4501
2016-03-17 08:00:00.0,Moon Light Sun Sine Inn,CA,1.7785
2016-02-17 09:00:00.0,Moon Light Sun Sine Inn,MX,1.1945
2015-08-27 12:00:00.0,Moon Light Sun Sine Inn,US,1.5584
2016-03-20 00:00:00.0,Moon Light Sun Sine Inn,MX,0.9177
2016-02-20 11:00:00.0,Moon Light Sun Sine Inn,MX,1.2688
2015-10-24 22:00:00.0,Moon Light Sun Sine Inn,US,2.0459
2016-06-09 03:00:00.0,Moon Light Sun Sine Inn,CA,1.3025
2016-03-25 09:00:00.0,Moon Light Sun Sine Inn,US,0.9262
2015-08-27 11:00:00.0,Moon Light Sun Sine Inn,US,1.9216
2015-10-16 13:00:00.0,Moon Light Sun Sine Inn,US,1.7988
2015-10-06 11:00:00.0,Moon Light Sun Sine Inn,CA,1.113
2015-12-28 12:00:00.0,Moon Light Sun Sine Inn,US,1.1397
2016-05-05 00:00:00.0,Moon Light Sun Sine Inn,US,1.8346
2016-02-04 01:00:00.0,Moon Light Sun Sine Inn,US,0.8326
2016-01-14 07:00:00.0,Moon Light Sun Sine Inn,US,1.1484
2016-07-20 16:00:00.0,Moon Light Sun Sine Inn,MX,1.2684
2015-08-14 17:00:00.0,Moon Light Sun Sine Inn,US,1.1028
2016-02-16 17:00:00.0,Moon Light Sun Sine Inn,US,1.0879
2015-11-26 23:00:00.0,Moon Light Sun Sine Inn,CA,1.443
2015-09-15 06:00:00.0,Moon Light Sun Sine Inn,MX,1.3392
2015-11-17 06:00:00.0,Moon Light Sun Sine Inn,CA,1.1502
2016-04-16 09:00:00.0,Moon Light Sun Sine Inn,CA,0.9413
2016-06-21 03:00:00.0,Moon Light Sun Sine Inn,US,1.8982
2016-06-15 06:00:00.0,Moon Light Sun Sine Inn,MX,1.8352
2016-06-07 20:00:00.0,Moon Light Sun Sine Inn,US,1.5299
2015-09-17 02:00:00.0,Moon Light Sun Sine Inn,CA,1.1946
2015-10-25 04:00:00.0,Moon Light Sun Sine Inn,MX,1.7816
2016-03-03 19:00:00.0,Moon Light Sun Sine Inn,CA,0.9964
2016-03-06 08:00:00.0,Moon Light Sun Sine Inn,MX,1.645
2016-06-08 00:00:00.0,Moon Light Sun Sine Inn,CA,0.483
2016-07-22 00:00:00.0,Moon Light Sun Sine Inn,CA,0.528
2016-04-09 07:00:00.0,Moon Light Sun Sine Inn,MX,1.881
2015-11-10 11:00:00.0,Moon Light Sun Sine Inn,MX,0.7412
2016-04-26 23:00:00.0,Moon Light Sun Sine Inn,US,1.5869
2015-12-14 02:00:00.0,Moon Light Sun Sine Inn,MX,0.86
2015-10-03 08:00:00.0,Moon Light Sun Sine Inn,CA,1.5456
2015-08-10 09:00:00.0,Moon Light Sun Sine Inn,CA,1.7958
2016-02-10 17:00:00.0,Moon Light Sun Sine Inn,CA,1.4297
2015-11-28 22:00:00.0,Moon Light Sun Sine Inn,MX,0.961
2015-08-14 16:00:00.0,Moon Light Sun Sine Inn,US,1.3187
2016-04-10 07:00:00.0,Moon Light Sun Sine Inn,MX,1.7682
2015-11-18 09:00:00.0,Moon Light Sun Sine Inn,CA,1.7238
2016-04-08 16:00:00.0,Moon Light Sun Sine Inn,US,1.4911
2016-04-05 18:00:00.0,Moon Light Sun Sine Inn,MX,1.1867
2016-08-02 22:00:00.0,Moon Light Sun Sine Inn,MX,1.309
2016-01-30 23:00:00.0,Moon Light Sun Sine Inn,CA,1.6985
2016-02-22 13:00:00.0,Moon Light Sun Sine Inn,CA,1.4055
2016-03-04 23:00:00.0,Moon Light Sun Sine Inn,MX,0.9481
2016-03-07 15:00:00.0,Moon Light Sun Sine Inn,CA,1.1132
2016-04-29 09:00:00.0,Moon Light Sun Sine Inn,US,2.0158
2015-08-22 10:00:00.0,Moon Light Sun Sine Inn,MX,1.1263
2015-09-14 01:00:00.0,Moon Light Sun Sine Inn,MX,1.5137
2015-09-20 03:00:00.0,Moon Light Sun Sine Inn,MX,1.7386
2016-04-25 04:00:00.0,Moon Light Sun Sine Inn,US,1.3203
2015-08-25 07:00:00.0,Moon Light Sun Sine Inn,CA,1.0349
2016-05-10 12:00:00.0,Moon Light Sun Sine Inn,MX,1.4978
2016-05-12 12:00:00.0,Moon Light Sun Sine Inn,US,1.2663
2016-07-17 13:00:00.0,Moon Light Sun Sine Inn,US,1.5386
2015-10-13 20:00:00.0,Moon Light Sun Sine Inn,US,0.7952
2016-04-26 04:00:00.0,Moon Light Sun Sine Inn,US,1.1916
2015-09-20 00:00:00.0,Moon Light Sun Sine Inn,US,0.991
2015-10-30 20:00:00.0,Moon Light Sun Sine Inn,CA,1.8901
2015-09-09 03:00:00.0,Moon Light Sun Sine Inn,US,1.7632
2015-09-29 06:00:00.0,Moon Light Sun Sine Inn,CA,1.7719
2016-03-29 19:00:00.0,Moon Light Sun Sine Inn,CA,1.1739
2016-05-18 01:00:00.0,Moon Light Sun Sine Inn,CA,1.4731
2015-11-05 17:00:00.0,Moon Light Sun Sine Inn,US,2.0209
2015-08-07 03:00:00.0,Moon Light Sun Sine Inn,CA,1.6185
2016-01-26 15:00:00.0,Moon Light Sun Sine Inn,US,1.3605
2015-12-05 17:00:00.0,Moon Light Sun Sine Inn,CA,1.4868
2016-06-17 03:00:00.0,Moon Light Sun Sine Inn,CA,1.8297
2016-05-26 06:00:00.0,Moon Light Sun Sine Inn,US,1.2603
2016-01-04 22:00:00.0,Moon Light Sun Sine Inn,MX,1.4996
2015-09-26 22:00:00.0,Moon Light Sun Sine Inn,US,1.6236
2016-05-24 09:00:00.0,Moon Light Sun Sine Inn,MX,1.8275
2015-08-30 18:00:00.0,Moon Light Sun Sine Inn,CA,1.1329
2016-03-28 00:00:00.0,Moon Light Sun Sine Inn,US,1.7328
2015-09-30 10:00:00.0,Moon Light Sun Sine Inn,MX,0.7586
2016-02-24 18:00:00.0,Moon Light Sun Sine Inn,CA,1.8644
2016-03-29 20:00:00.0,Moon Light Sun Sine Inn,MX,1.8158
2016-02-13 08:00:00.0,Moon Light Sun Sine Inn,US,1.9242
2016-07-14 17:00:00.0,Moon Light Sun Sine Inn,MX,1.7306
2015-11-07 07:00:00.0,Moon Light Sun Sine Inn,MX,1.8909
2016-03-19 13:00:00.0,Moon Light Sun Sine Inn,US,1.6947
2016-07-03 15:00:00.0,Moon Light Sun Sine Inn,MX,1.6861
2016-01-06 01:00:00.0,Moon Light Sun Sine Inn,US,1.9557
2016-03-17 02:00:00.0,Moon Light Sun Sine Inn,US,1.7075
2015-12-29 08:00:00.0,Moon Light Sun Sine Inn,CA,0.7462
2015-12-18 11:00:00.0,Moon Light Sun Sine Inn,US,1.7589
2015-12-26 13:00:00.0,Moon Light Sun Sine Inn,US,1.2053
2016-05-23 20:00:00.0,Moon Light Sun Sine Inn,US,1.7595
2016-04-21 21:00:00.0,Moon Light Sun Sine Inn,CA,1.3421
2016-04-28 14:00:00.0,Moon Light Sun Sine Inn,MX,1.2354
2015-11-02 16:00:00.0,Moon Light Sun Sine Inn,CA,1.2263
2015-09-19 19:00:00.0,Moon Light Sun Sine Inn,MX,1.7699
2016-02-08 02:00:00.0,Moon Light Sun Sine Inn,CA,1.5841
2016-01-21 18:00:00.0,Moon Light Sun Sine Inn,CA,1.1495
2016-06-22 01:00:00.0,Moon Light Sun Sine Inn,US,1.119
2016-03-06 03:00:00.0,Moon Light Sun Sine Inn,CA,1.6928
2015-08-18 11:00:00.0,Moon Light Sun Sine Inn,MX,1.1126
2015-10-18 20:00:00.0,Moon Light Sun Sine Inn,CA,1.366
2016-06-03 06:00:00.0,Moon Light Sun Sine Inn,CA,1.1426
2015-09-20 16:00:00.0,Moon Light Sun Sine Inn,US,1.769
2015-10-12 16:00:00.0,Moon Light Sun Sine Inn,MX,1.0821
2016-03-28 08:00:00.0,Moon Light Sun Sine Inn,US,1.3433
2015-11-26 11:00:00.0,Moon Light Sun Sine Inn,MX,1.4044
2016-07-19 23:00:00.0,Moon Light Sun Sine Inn,CA,1.7629
2016-04-17 02:00:00.0,Moon Light Sun Sine Inn,MX,1.4678
2016-03-31 09:00:00.0,Moon Light Sun Sine Inn,US,1.0507
2016-03-30 12:00:00.0,Moon Light Sun Sine Inn,US,1.6382
2016-05-04 14:00:00.0,Moon Light Sun Sine Inn,CA,1.2288
2015-12-07 23:00:00.0,Moon Light Sun Sine Inn,US,0.832
2016-05-28 13:00:00.0,Moon Light Sun Sine Inn,CA,0.7224
2015-08-17 17:00:00.0,Moon Light Sun Sine Inn,CA,1.4692
2015-08-31 21:00:00.0,Moon Light Sun Sine Inn,MX,1.7114
2016-06-07 00:00:00.0,Moon Light Sun Sine Inn,US,1.5895
2015-11-11 03:00:00.0,Moon Light Sun Sine Inn,MX,0.8285
2015-10-10 06:00:00.0,Moon Light Sun Sine Inn,MX,1.5903
2015-09-27 23:00:00.0,Moon Light Sun Sine Inn,CA,1.5264
2015-09-14 09:00:00.0,Moon Light Sun Sine Inn,MX,0.8081
2016-06-16 22:00:00.0,Moon Light Sun Sine Inn,US,1.6381
2015-12-15 23:00:00.0,Moon Light Sun Sine Inn,MX,1.122
2016-02-12 02:00:00.0,Moon Light Sun Sine Inn,CA,1.7138
2016-05-07 15:00:00.0,Moon Light Sun Sine Inn,MX,1.7737
2015-09-02 18:00:00.0,Moon Light Sun Sine Inn,US,1.8899
2016-06-01 17:00:00.0,Moon Light Sun Sine Inn,CA,1.805
2016-04-27 07:00:00.0,Moon Light Sun Sine Inn,MX,1.906
2016-02-04 05:00:00.0,Moon Light Sun Sine Inn,MX,1.7296
2016-03-19 05:00:00.0,Moon Light Sun Sine Inn,MX,1.5264
2016-03-31 12:00:00.0,Moon Light Sun Sine Inn,CA,1.2597
2016-05-24 08:00:00.0,Moon Light Sun Sine Inn,MX,0.4682
2015-11-14 15:00:00.0,Moon Light Sun Sine Inn,CA,0.5689
2015-12-23 15:00:00.0,Moon Light Sun Sine Inn,US,1.1454
2015-12-29 22:00:00.0,Moon Light Sun Sine Inn,MX,1.8247
2016-03-12 04:00:00.0,Moon Light Sun Sine Inn,US,1.6748
2016-03-12 05:00:00.0,Moon Light Sun Sine Inn,CA,1.1745
2016-06-08 16:00:00.0,Moon Light Sun Sine Inn,CA,0.9254
2016-07-21 18:00:00.0,Moon Light Sun Sine Inn,MX,1.4723
2016-03-06 04:00:00.0,Moon Light Sun Sine Inn,CA,1.3378
2016-02-25 04:00:00.0,Moon Light Sun Sine Inn,CA,1.7887
2015-09-23 03:00:00.0,Moon Light Sun Sine Inn,MX,1.3518
2016-03-28 10:00:00.0,Moon Light Sun Sine Inn,CA,1.5769
2016-01-16 13:00:00.0,Moon Light Sun Sine Inn,CA,1.9227
2016-06-18 19:00:00.0,Moon Light Sun Sine Inn,MX,1.5456
2015-08-11 11:00:00.0,Moon Light Sun Sine Inn,MX,1.0824
2016-03-30 04:00:00.0,Moon Light Sun Sine Inn,CA,1.08
2016-03-30 04:00:00.0,Moon Light Sun Sine Inn,MX,1.08
2016-01-14 04:00:00.0,Moon Light Sun Sine Inn,CA,1.5581
2016-07-25 08:00:00.0,Moon Light Sun Sine Inn,MX,1.9223
2015-10-06 16:00:00.0,Moon Light Sun Sine Inn,CA,1.5335
2016-05-01 19:00:00.0,Moon Light Sun Sine Inn,US,1.5347
2016-04-05 07:00:00.0,Moon Light Sun Sine Inn,MX,1.1531
2016-08-05 04:00:00.0,Moon Light Sun Sine Inn,MX,1.6233
2016-02-22 06:00:00.0,Moon Light Sun Sine Inn,MX,1.3806
2015-08-31 06:00:00.0,Moon Light Sun Sine Inn,MX,1.4882
2016-06-11 10:00:00.0,Moon Light Sun Sine Inn,MX,0.9211
2015-08-09 14:00:00.0,Moon Light Sun Sine Inn,MX,1.3973
2016-07-28 23:00:00.0,Moon Light Sun Sine Inn,MX,1.9543
2016-02-03 15:00:00.0,Moon Light Sun Sine Inn,US,1.1398
2015-11-16 00:00:00.0,Moon Light Sun Sine Inn,CA,0.8653
2016-03-24 03:00:00.0,Moon Light Sun Sine Inn,MX,0.6429
2015-10-30 13:00:00.0,Moon Light Sun Sine Inn,US,1.2776
